ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
FNB0x202993,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,3,"Mortgage Loan, Student Loan, and Student Loan",0,9,11.12,7,Good,1454.14,28.96901518,20 Years and 5 Months,No,132.1107032,144.530419,High_spent_Large_value_payments,686.6808778
FNB0x202994,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,3,"Mortgage Loan, Student Loan, and Student Loan",0,11,11.12,7,Good,1454.14,26.61901015,20 Years and 6 Months,No,132.1107032,194.7148105,High_spent_Medium_value_payments,646.4964863
FNB0x202995,CUS_0xb8ap,September,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,22,19.8,9,Bad,3089.47,36.57955234,12 Years and 7 Months,Yes,184.40581,520.3815256,Low_spent_Small_value_payments,
FNB0x202996,CUS_0xb8ap,October,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,25,19.8,9,Bad,3089.47,37.62845584,12 Years and 8 Months,Yes,184.40581,135.4749685,High_spent_Medium_value_payments,321.0799715
FNB0x202997,CUS_0xb8ap,November,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,22,19.8,9,Bad,3089.47,32.68198165,12 Years and 9 Months,Yes,184.40581,145.8774994,Low_spent_Small_value_payments,350.6774406
FNB0x202998,CUS_0xb8ap,December,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,22,19.8,9,_,3089.47,39.63513525,12 Years and 10 Months,Yes,184.40581,258.0068007,Low_spent_Small_value_payments,238.5481393
FNB0x202999,CUS_0xb8ap,January,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,31,7,"Payday Loan, Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Personal Loan",6,14,16.86,12,_,1594.66,35.59780886,14 Years and 3 Months,Yes,65.01782898,142.8777421,Low_spent_Medium_value_payments,214.7912623
FNB0x203000,CUS_0xb8ap,February,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,31,7,"Payday Loan, Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Personal Loan",9,,16.86,12,Standard,1594.66,24.65752093,14 Years and 4 Months,Yes,14278,100.6834251,Low_spent_Small_value_payments,266.9855793
FNB0x203001,CUS_0xb8ap,March,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,31,7,"Payday Loan, Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Personal Loan",11,14,16.86,12,_,1594.66,38.29694999,14 Years and 5 Months,Yes,65.01782898,21.66734531,High_spent_Medium_value_payments,306.001659
FNB0x203002,CUS_0xb8ap,April,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,31,7,"Payday Loan, Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Personal Loan",6,14,16.86,303,Standard,1594.66,39.42589979,14 Years and 6 Months,Yes,65.01782898,74.16653285,Low_spent_Medium_value_payments,283.5024715
FNB0x203003,CUS_0xb8ap,May,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Home Equity Loan,28,,15.73,11,Standard,736.01,29.15277005,32 Years and 1 Months,NM,58247,31.12110564,Low_spent_Medium_value_payments,338.9737121
FNB0x203004,CUS_0xb8ap,June,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Home Equity Loan,30,20,15.73,11,_,736.01,24.89416848,NA,Yes,7.511182288,36.51465754,High_spent_Medium_value_payments,303.5801602
FNB0x203005,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Home Equity Loan,30,1751,15.73,11,Standard,736.01,26.00051971,32 Years and 3 Months,Yes,7.511182288,86.93448978,Low_spent_Medium_value_payments,283.1603279
FNB0x203006,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Home Equity Loan,30,21,15.73,11,Standard,736.01,24.55326064,32 Years and 4 Months,NM,7.511182288,66.28744639,Low_spent_Small_value_payments,313.8073713
FNB0x203007,CUS_0xb8ap,September,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,25,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",25,10,9.49,11,Standard,1628.95,29.7846069,15 Years and 7 Months,Yes,101.069475,,Low_spent_Small_value_payments,159.0213902
FNB0x203008,CUS_0xb8ap,October,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,25,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",23,10,9.49,13,_,1628.95,24.30954096,15 Years and 8 Months,Yes,101.069475,,High_spent_Medium_value_payments,453.3732729
FNB0x203009,CUS_0xb8ap,November,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,25,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",25,10,9.49,13,Standard,1628.95,36.62803337,15 Years and 9 Months,Yes,46542,142.0656179,High_spent_Medium_value_payments,481.9504072
FNB0x203010,CUS_0xb8ap,December,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,25,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",25,11,9.49,13,Standard,1628.95,38.97341027,15 Years and 10 Months,Yes,101.069475,145.4587444,High_spent_Medium_value_payments,478.5572806
FNB0x203011,CUS_0xb8ap,January,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,1,Mortgage Loan,3,-1,2.26,3,Good,211.51,39.70345915,25 Years and 0 Months,No,26.93085411,,High_spent_Medium_value_payments,477.2328657
FNB0x203012,CUS_0xb8ap,February,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,1,Mortgage Loan,3,0,2.26,,Good,211.51,36.71678567,25 Years and 1 Months,No,26.93085411,54.82104496,High_spent_Medium_value_payments,471.3974343
FNB0x203013,CUS_0xb8ap,March,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,1,Mortgage Loan,3,3,2.26,3,Good,211.51,32.96122252,25 Years and 2 Months,No,26.93085411,104.3676772,High_spent_Medium_value_payments,421.8508021
FNB0x203014,CUS_0xb8ap,April,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,1,Mortgage Loan,8,0,2.26,3,Good,211.51,32.11492394,25 Years and 3 Months,No,26.93085411,37.99418228,High_spent_Large_value_payments,478.2242969
FNB0x203015,CUS_0xb8ap,May,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,20,2,"Mortgage Loan, and Auto Loan",24,19,1.92,4,Standard,1376.62,31.79569428,NA,No,16.09533869,,Low_spent_Small_value_payments,269.8116481
FNB0x203016,CUS_0xb8ap,June,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,20,2,"Mortgage Loan, and Auto Loan",24,19,1.92,6,Standard,1376.62,30.75783101,30 Years and 1 Months,No,16.09533869,103.1773758,Low_spent_Small_value_payments,289.5397855
FNB0x203017,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,20,2,"Mortgage Loan, and Auto Loan",26,19,4.92,6,Standard,1376.62,37.63956578,30 Years and 2 Months,No,16.09533869,42.2538123,Low_spent_Small_value_payments,350.463349
FNB0x203018,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,20,2,"Mortgage Loan, and Auto Loan",24,20,1.92,6,Standard,1376.62,24.08371187,30 Years and 3 Months,No,16.09533869,48.65053477,Low_spent_Small_value_payments,344.0666265
FNB0x203019,CUS_0xb8ap,September,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,2,4,"Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",7,3,8.9,2,_,155.86,28.74939167,30 Years and 5 Months,No,106.1746689,174.4139391,!@9#%8,305.1505587
FNB0x203020,CUS_0xb8ap,October,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,2,4,"Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",7,3,8.9,2,Good,155.86,29.49352989,30 Years and 6 Months,No,106.1746689,127.2233464,!@9#%8,322.3411513
FNB0x203021,CUS_0xb8ap,November,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,2,4,"Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",5,3,8.9,2,_,155.86,41.07007916,30 Years and 7 Months,No,106.1746689,148.7270551,Low_spent_Small_value_payments,340.8374426
FNB0x203022,CUS_0xb8ap,December,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,2,4,"Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",9,1,8.9,2,Good,155.86_,32.05549536,30 Years and 8 Months,No,106.1746689,129.6724449,High_spent_Medium_value_payments,319.8920528
FNB0x203023,CUS_0xb8ap,January,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,2,"Personal Loan, and Not Specified",9,20,3.23,4,Standard,1232.42,34.76721111,6 Years and 6 Months,Yes,92.47615944,98.9680255,High_spent_Medium_value_payments,592.3505651
FNB0x203024,CUS_0xb8ap,February,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,2,"Personal Loan, and Not Specified",9,19,8.23,7,Standard,1232.42,37.93044261,6 Years and 7 Months,Yes,92.47615944,165.0651046,High_spent_Medium_value_payments,526.2534859
FNB0x203025,CUS_0xb8ap,March,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,2,"Personal Loan, and Not Specified",9,19,8.23,7,Standard,1232.42,38.97620044,6 Years and 8 Months,Yes,92.47615944,78.45326005,!@9#%8,612.8653305
FNB0x203026,CUS_0xb8ap,April,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,2,"Personal Loan, and Not Specified",9,18,_,7,Standard,1232.42,32.85774679,6 Years and 9 Months,Yes,92.47615944,56.7213626,High_spent_Large_value_payments,624.597228
FNB0x203027,CUS_0xb8ap,May,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,23,-100,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",45,23,2.55,10,Bad,2391.17,37.35215244,20 Years and 3 Months,Yes,154.4573427,97.11981329,Low_spent_Small_value_payments,295.7621773
FNB0x203028,CUS_0xb8ap,June,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,23,7,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",45,21,0.55,10,Bad,2391.17,39.61480987,NA,Yes,77871,61.01107854,High_spent_Medium_value_payments,291.8709121
FNB0x203029,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,23,7,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",45,23,2.55,10,Bad,2391.17,24.9943183,NA,NM,154.4573427,105.9121502,Low_spent_Small_value_payments,286.9698404
FNB0x203030,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,23,7,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",45,23,2.55,10,_,2391.17,39.36494852,20 Years and 6 Months,Yes,154.4573427,115.5709188,Low_spent_Small_value_payments,277.3110718
FNB0x203031,CUS_0xb8ap,September,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,0,,15,3,-2.87,4,Good,405.01,31.08999432,NA,No,0,443.3003173,Low_spent_Medium_value_payments,499.7181827
FNB0x203032,CUS_0xb8ap,October,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,0,,14,2,4.13,4,Good,405.01,38.14963957,31 Years and 8 Months,No,0,168.1167239,High_spent_Large_value_payments,734.9017761
FNB0x203033,CUS_0xb8ap,November,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,0,,15,2_,4.13,4,Good,405.01,34.10452035,31 Years and 9 Months,No,0,92.87591418,!@9#%8,810.1425858
FNB0x203034,CUS_0xb8ap,December,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,0,,17,2,6.13,5,Good,405.01,35.18788128,31 Years and 10 Months,No,0,92.05901928,High_spent_Medium_value_payments,820.9594807
FNB0x203035,CUS_0xb8ap,January,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,1_,Payday Loan,30,17,4.78,6,_,1384.38,32.60521904,30 Years and 10 Months,No,10.65335359,54.2380881,Low_spent_Large_value_payments,397.022475
FNB0x203036,CUS_0xb8ap,February,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,1,Payday Loan,30,15,4.78,6,Good,1384.38,36.66527295,30 Years and 11 Months,NM,10.65335359,38.4749382,High_spent_Large_value_payments,382.7856249
FNB0x203037,CUS_0xb8ap,March,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,1,Payday Loan,30,15,4.78,6,Good,1384.38,26.75929881,31 Years and 0 Months,No,10.65335359,255.800832,Low_spent_Small_value_payments,215.4597311
FNB0x203038,CUS_0xb8ap,April,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,11,1,Payday Loan,30,15,4.78,6,Good,1384.38,39.37967038,31 Years and 1 Months,No,10.65335359,30.62711388,High_spent_Large_value_payments,390.6334492
FNB0x203039,CUS_0xb8ap,May,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,4,1,3.33,6,_,283.84,27.966999,32 Years and 4 Months,No,0,82.8939079,High_spent_Small_value_payments,432.8922588
FNB0x203040,CUS_0xb8ap,June,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,6,1,3.33,6,Good,283.84,33.98273692,32 Years and 5 Months,No,0,__10000__,Low_spent_Medium_value_payments,441.5281235
FNB0x203041,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,6,1,9.33,6,Good,283.84,28.73450811,32 Years and 6 Months,NM,0,143.1803159,Low_spent_Small_value_payments,402.6058507
FNB0x203042,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,-100,,11,1,3.33,,Good,283.84,34.20811718,32 Years and 7 Months,No,0,54.6791719,High_spent_Large_value_payments,441.1069948
FNB0x203043,CUS_0xb8ap,September,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,5,"Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Credit-Builder Loan",45,16,16.71,11,_,4855.15,32.06138375,5 Years and 9 Months,Yes,156.2421017,47.270382,High_spent_Large_value_payments,416.6247663
FNB0x203044,CUS_0xb8ap,October,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,5,"Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Credit-Builder Loan",50,16,16.71,11,Bad,4855.15,27.6567059,5 Years and 10 Months,Yes,156.2421017,143.9947595,High_spent_Small_value_payments,339.9003888
FNB0x203045,CUS_0xb8ap,November,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,5,"Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Credit-Builder Loan",50,15,16.71,11,Bad,4855.15,24.98970009,NA,NM,156.2421017,281.0070154,Low_spent_Medium_value_payments,222.8881329
FNB0x203046,CUS_0xb8ap,December,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,5,"Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Credit-Builder Loan",50,16_,16.71,11,Bad,4855.15,24.40204744,6 Years and 0 Months,Yes,156.2421017,70.48883514,High_spent_Small_value_payments,413.4063132
FNB0x203047,CUS_0xb8ap,January,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Credit-Builder Loan, and Personal Loan",27,20,9.01,0,Standard,1422.19,33.99313718,NA,Yes,20.05559566,13.79719605,High_spent_Large_value_payments,345.377625
FNB0x203048,CUS_0xb8ap,February,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Credit-Builder Loan, and Personal Loan",27,20,6.01,0,_,1422.19,29.09623724,27 Years and 4 Months,Yes,20.05559566,129.523488,Low_spent_Medium_value_payments,269.651333
FNB0x203049,CUS_0xb8ap,March,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Credit-Builder Loan, and Personal Loan",27,20_,9.01,0,Standard,1422.19,30.84510154,27 Years and 5 Months,Yes,20.05559566,123.5579611,Low_spent_Large_value_payments,265.6168599
FNB0x203050,CUS_0xb8ap,April,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Credit-Builder Loan, and Personal Loan",27,20,9.01,0,Standard,1422.19,38.82144865,NA,NM,20.05559566,28.82773011,High_spent_Medium_value_payments,340.3470909
FNB0x203051,CUS_0xb8ap,May,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",23,21,9.23,8,Standard,2239.2,29.42353792,NA,Yes,73.09941738,42.64056343,High_spent_Medium_value_payments,258.8439359
FNB0x203052,CUS_0xb8ap,June,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",20,20,9.23,11,Standard,2239.2,29.01980168,15 Years and 5 Months,Yes,73.09941738,,Low_spent_Small_value_payments,270.3326334
FNB0x203053,CUS_0xb8ap,July,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",21,19,9.23,11,Standard,2239.2,32.45984801,15 Years and 6 Months,Yes,73.09941738,111.7962932,Low_spent_Small_value_payments,229.688206
FNB0x203054,CUS_0xb8ap,August,Kuena Mokhothu,37,630-52-9597,Lawyer,143544.96,12156.08,5,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",20,20,9.23,11,_,2239.2,37.04434415,15 Years and 7 Months,Yes,73.09941738,112.1180927,Low_spent_Small_value_payments,229.3664065
FNB0x203055,CUS_0xb8ap,September,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Mortgage Loan, and Home Equity Loan",9,11,13.31,3,Standard,244.29,27.82593521,NA,Yes,34.26639595,154.0225894,Low_spent_Small_value_payments,327.1189313
FNB0x203056,CUS_0xb8ap,October,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Mortgage Loan, and Home Equity Loan",1,10,13.31,3,Standard,244.29,31.36175679,19 Years and 7 Months,Yes,34.26639595,151.5977782,Low_spent_Medium_value_payments,319.5437425
FNB0x203057,CUS_0xb8ap,November,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Mortgage Loan, and Home Equity Loan",5,12,18.31,3,_,244.29,31.59350211,19 Years and 8 Months,Yes,34.26639595,141.9184722,Low_spent_Large_value_payments,319.2230485
FNB0x203058,CUS_0xb8ap,December,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,2,"Mortgage Loan, and Home Equity Loan",5,8_,13.31,3,Standard,244.29,31.293036,19 Years and 9 Months,Yes,34.26639595,98.02570904,Low_spent_Large_value_payments,363.1158117
FNB0x203059,CUS_0xb8ap,January,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,9,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",28,23,9.82,8,Bad,2717.6,26.52363476,10 Years and 1 Months,Yes,335.7367503,181.0923848,High_spent_Small_value_payments,317.5281982
FNB0x203060,CUS_0xb8ap,February,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,9_,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",28,21,3.82,8,Bad,2717.6,38.5799009,10 Years and 2 Months,Yes,666.9140959,99.14735747,High_spent_Medium_value_payments,389.4732255
FNB0x203061,CUS_0xb8ap,March,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,9,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",28,21,9.82,8,Bad,2717.6,27.92341385,10 Years and 3 Months,NM,666.9140959,381.6225124,Low_spent_Large_value_payments,126.9980706
FNB0x203062,CUS_0xb8ap,April,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,9,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",28,21,9.82,8,Bad,2717.6,29.63875207,10 Years and 4 Months,NM,666.9140959,680.7159132,Low_spent_Small_value_payments,
FNB0x203063,CUS_0xb8ap,May,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,5,"Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",20,13,4.18,7,Bad,1468.67,38.9521861,20 Years and 1 Months,Yes,165.0510754,__10000__,Low_spent_Small_value_payments,459.1477486
FNB0x203064,CUS_0xb8ap,June,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,-100,"Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",20,15,-2.82,7,Bad,1468.67,31.81569019,20 Years and 2 Months,Yes,165.0510754,217.4735626,High_spent_Medium_value_payments,454.9120287
FNB0x203065,CUS_0xb8ap,July,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,-100,"Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",20,18,-2.82,8,_,1468.67,36.8469144,20 Years and 3 Months,Yes,165.0510754,,High_spent_Medium_value_payments,562.9234986
FNB0x203066,CUS_0xb8ap,August,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,26,5_,"Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",20,14,4.18,8,Bad,1468.67,27.24380936,20 Years and 4 Months,Yes,165.0510754,147.3327703,High_spent_Large_value_payments,515.0528209
FNB0x203067,CUS_0xb8ap,September,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,8,"Student Loan, Payday Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Payday Loan",28,21,5.71,13,Bad,3599.87,31.37273265,13 Years and 4 Months,Yes,42.20297003,41.93444611,Low_spent_Small_value_payments,275.4220005
FNB0x203068,CUS_0xb8ap,October,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,8,"Student Loan, Payday Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Payday Loan",24,21,0.71,13,_,3599.87,27.70672402,13 Years and 5 Months,Yes,42.20297003,41.71572521,Low_spent_Small_value_payments,275.6407214
FNB0x203069,CUS_0xb8ap,November,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,8,"Student Loan, Payday Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Payday Loan",29,20,0.71,13,Bad,3599.87,25.39687896,NA,Yes,42.20297003,0,High_spent_Large_value_payments,258.3114772
FNB0x203070,CUS_0xb8ap,December,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,16,8_,"Student Loan, Payday Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Payday Loan",20,18,0.71,13,Bad,3599.87,24.54900159,13 Years and 7 Months,Yes,42.20297003,48.17303176,Low_spent_Small_value_payments,269.1834149
FNB0x203071,CUS_0xb8ap,January,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",54,16,19.61,9,Standard,1510.44,29.75664933,11 Years and 6 Months,Yes,34.10432843,80.78566445,Low_spent_Medium_value_payments,247.4360071
FNB0x203072,CUS_0xb8ap,February,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",54,19,19.61,9,Standard,1510.44,30.98250793,11 Years and 7 Months,Yes,34.10432843,__10000__,Low_spent_Small_value_payments,234.7539752
FNB0x203073,CUS_0xb8ap,March,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",50,19,19.61,9,_,1510.44,30.98217961,11 Years and 8 Months,Yes,34.10432843,17.0005081,High_spent_Small_value_payments,291.2211635
FNB0x203074,CUS_0xb8ap,April,Kuena Mokhothu,40,630-52-9597,Lawyer,143544.96,12156.08,5,7,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",54,19,19.61,13,Standard,1510.44,39.39694376,NA,Yes,34.10432843,43.66898543,High_spent_Small_value_payments,264.5526861
