ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
SB0xb5a554,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0_,,29,10,8.73,1,Standard,615.79,35.36633595,23 Years and 3 Months,No,14389,777.2300598,!@9#%8,266.2946069
SB0xb5a555,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0,,29,10,8.73,5,Standard,615.79,34.28180427,23 Years and 4 Months,No,612.9927069,304.8179649,Low_spent_Small_value_payments,748.7067018
SB0xb5a556,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,3,"Student Loan, Personal Loan, and Payday Loan",27,11,18.25,7,Standard,495.02,34.44770868,18 Years and 3 Months,NM,125.0155077,113.0689539,!@9#%8,557.0765385
SB0xb5a557,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,3,"Student Loan, Personal Loan, and Payday Loan",23,10,18.25,7,Standard,495.02,34.7993214,NA,NM,125.0155077,292.7117511,Low_spent_Medium_value_payments,417.4337412
SB0xb5a558,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,3,"Student Loan, Personal Loan, and Payday Loan",23,9,18.25,7,_,495.02,36.28410475,18 Years and 5 Months,Yes,125.0155077,201.5264599,High_spent_Medium_value_payments,478.6190325
SB0xb5a559,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,3,"Student Loan, Personal Loan, and Payday Loan",23,8,18.25,8,Standard,495.02_,26.10900876,18 Years and 6 Months,Yes,41073,670.5291836,Low_spent_Small_value_payments,49.61630873
SB0xb5a560,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,10,1,Personal Loan,17,15,1.79,2,Standard,1011.03,24.44589994,23 Years and 6 Months,NM,7.249926182,131.5150877,!@9#%8,269.9995694
SB0xb5a561,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,10,1,Personal Loan,17,15,1.79,2,Standard,1011.03,38.01588536,23 Years and 7 Months,No,7.249926182,82.03780267,Low_spent_Medium_value_payments,309.4768545
SB0xb5a562,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,10,1,Personal Loan,16,18,1.79,2,Standard,1011.03,23.27003959,23 Years and 8 Months,No,7.249926182,47.65237063,High_spent_Medium_value_payments,313.8622865
SB0xb5a563,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,10,1,Personal Loan,17,17_,1.79,2,Standard,1011.03,29.50440132,23 Years and 9 Months,No,7.249926182,53.00238834,Low_spent_Small_value_payments,348.5122688
SB0xb5a564,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Not Specified, and Home Equity Loan",16,17,9.45,5,_,389.91,28.06367231,NA,No,11795,73.23540698,High_spent_Large_value_payments,640.7471376
SB0xb5a565,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Not Specified, and Home Equity Loan",13,17,9.45,5,Good,389.91,33.46875687,19 Years and 11 Months,No,55.59378877,44.04989693,High_spent_Large_value_payments,669.9326476
SB0xb5a566,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Not Specified, and Home Equity Loan",13,16,9.45,5,Good,389.91,32.86948093,20 Years and 0 Months,No,55.59378877,489.2538494,Low_spent_Small_value_payments,274.7286951
SB0xb5a567,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Not Specified, and Home Equity Loan",13,14,8.45,5,_,389.91,32.70196962,NA,NM,55.59378877,219.4510381,High_spent_Medium_value_payments,504.5315065
SB0xb5a568,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Payday Loan, Mortgage Loan, and Auto Loan",21,17,19.63,13,Standard,1478.49,31.36878924,19 Years and 1 Months,Yes,767.6307489,238.0606552,High_spent_Medium_value_payments,464.0784524
SB0xb5a569,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Payday Loan, Mortgage Loan, and Auto Loan",23,17,19.63,13,Standard,1478.49,37.97289429,19 Years and 2 Months,Yes,6033,120.8674783,High_spent_Large_value_payments,571.2716292
SB0xb5a570,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Payday Loan, Mortgage Loan, and Auto Loan",21,19,19.63,13,_,1478.49,29.61002337,19 Years and 3 Months,NM,767.6307489,79.55565899,High_spent_Large_value_payments,612.5834485
SB0xb5a571,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Payday Loan, Mortgage Loan, and Auto Loan",23,18,13.63,13,Standard,1478.49,31.19871071,19 Years and 4 Months,Yes,767.6307489,122.425097,High_spent_Large_value_payments,569.7140106
SB0xb5a572,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,1,Payday Loan,20,8,12.62,2,Standard,361.25,26.1752759,29 Years and 4 Months,Yes,62.08269764,547.8964198,Low_spent_Medium_value_payments,518.8938826
SB0xb5a573,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,1,Payday Loan,20,,12.62,6,Standard,361.25,32.19028075,29 Years and 5 Months,NM,62.08269764,412.5482244,Low_spent_Medium_value_payments,654.242078
SB0xb5a574,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,1,Payday Loan,21,8,16.62,6,Standard,361.25,41.39242861,29 Years and 6 Months,Yes,62.08269764,372.416744,Low_spent_Medium_value_payments,694.3735584
SB0xb5a575,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,7,1,Payday Loan,20,8,8.62,6,Standard,361.25,39.46261807,29 Years and 7 Months,NM,62.08269764,145.1785707,High_spent_Large_value_payments,881.6117316
SB0xb5a576,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,2,4,"Not Specified, Payday Loan, Auto Loan, and Payday Loan",14,4,4.51,1,_,1261.37,36.31336127,32 Years and 7 Months,No,350.0015206,72.65346748,High_spent_Large_value_payments,744.3515119
SB0xb5a577,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,2,4,"Not Specified, Payday Loan, Auto Loan, and Payday Loan",17,,1.51,1,Good,1261.37,29.56200131,32 Years and 8 Months,NM,350.0015206,90.82673704,High_spent_Large_value_payments,726.1782423
SB0xb5a578,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,2,4_,"Not Specified, Payday Loan, Auto Loan, and Payday Loan",14,1,4.51,1,Good,1261.37,32.72964608,32 Years and 9 Months,No,350.0015206,__10000__,High_spent_Large_value_payments,622.976212
SB0xb5a579,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,2,4,"Not Specified, Payday Loan, Auto Loan, and Payday Loan",18,1,4.51,1,Good,1261.37,39.93704532,NA,No,728.8227594,152.9904743,High_spent_Large_value_payments,664.0145051
SB0xb5a580,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,7,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",51,18,7.97,10,Bad,1825.6,29.05787223,10 Years and 6 Months,Yes,302.4065007,157.4282886,High_spent_Medium_value_payments,280.9532108
SB0xb5a581,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,7,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",58,17,7.97,10,Bad,1825.6,31.78853835,10 Years and 7 Months,Yes,302.4065007,417.6304745,Low_spent_Small_value_payments,60.75102485
SB0xb5a582,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,7,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",54,18,7.97,10,Bad,1825.6,23.1524825,10 Years and 8 Months,NM,302.4065007,56.89448397,High_spent_Medium_value_payments,381.4870154
SB0xb5a583,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,7,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",54,18,7.97,10,Bad,1825.6,38.43379138,10 Years and 9 Months,Yes,302.4065007,55.02793219,High_spent_Medium_value_payments,383.3535671
SB0xb5a584,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,14,7,"Student Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",5,10,19.51,4,Standard,1810.72,33.92020738,11 Years and 4 Months,Yes,169.9457403,190.4847263,High_spent_Small_value_payments,235.7387834
SB0xb5a585,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,14,7,"Student Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",5,10,19.51,7,Standard,1810.72,26.63322538,11 Years and 5 Months,NM,169.9457403,270.8216867,Low_spent_Small_value_payments,185.401823
SB0xb5a586,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,14,7,"Student Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",5,8,19.51,7,_,1810.72,38.36146207,11 Years and 6 Months,Yes,169.9457403,118.5870923,High_spent_Medium_value_payments,297.6364174
SB0xb5a587,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,14,7,"Student Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",10,10,19.51,7,Standard,1810.72,38.6856374,NA,Yes,169.9457403,168.2376533,High_spent_Small_value_payments,257.9858564
SB0xb5a588,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0,,28,14,0.61,4,Standard,581.67,29.61196066,25 Years and 7 Months,No,0,91.0115846,High_spent_Small_value_payments,440.2865821
SB0xb5a589,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,-100,,31,14,0.61,4,_,581.67,27.63078868,25 Years and 8 Months,No,0,41.75027083,High_spent_Medium_value_payments,479.5478958
SB0xb5a590,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,-100,,25,11,_,4,Standard,581.67,37.76428877,25 Years and 9 Months,No,0,152.8149724,!@9#%8,378.4831942
SB0xb5a591,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0,,28,14,-1.39,4,Standard,581.67,37.17153197,25 Years and 10 Months,NM,0,156.8332082,Low_spent_Medium_value_payments,394.4649585
SB0xb5a592,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,2,"Not Specified, and Mortgage Loan",23,18,9.95,9,Standard,113.42,26.38406148,6 Years and 6 Months,Yes,32.22601307,171.3223117,Low_spent_Large_value_payments,303.5015919
SB0xb5a593,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,-100,"Not Specified, and Mortgage Loan",23,19,9.95,9,_,113.42,33.58379711,6 Years and 7 Months,Yes,32.22601307,198.4812085,Low_spent_Large_value_payments,276.3426951
SB0xb5a594,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,2,"Not Specified, and Mortgage Loan",26,19,9.95,9,_,113.42,28.36108172,6 Years and 8 Months,Yes,32.22601307,26.78397689,High_spent_Medium_value_payments,428.0399267
SB0xb5a595,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,2,"Not Specified, and Mortgage Loan",23,16,9.95,9,Standard,113.42,37.22611692,6 Years and 9 Months,Yes,32.22601307,302.8737271,Low_spent_Small_value_payments,191.9501765
SB0xb5a596,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,12,4,"Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",16,13,_,5,Standard,530.44,29.25456712,25 Years and 5 Months,No,49.04865314,93.35143315,!@9#%8,339.7480804
SB0xb5a597,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,12,4,"Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",16,13,6.54,5,Standard,530.44,29.83443341,25 Years and 6 Months,No,49.04865314,__10000__,High_spent_Large_value_payments,367.2252906
SB0xb5a598,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,12,4,"Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",16,,6.54,5,Standard,530.44,37.88507225,25 Years and 7 Months,No,49.04865314,110.0354374,Low_spent_Large_value_payments,333.0640761
SB0xb5a599,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,12,4,"Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",21,12,6.54,5,Standard,530.44,35.58102253,25 Years and 8 Months,No,49.04865314,56.74688595,High_spent_Small_value_payments,376.3526276
SB0xb5a600,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,1,0,,1,15,8.1,3,Good,1414.44,29.39873606,23 Years and 5 Months,NM,0,49.77923239,High_spent_Small_value_payments,308.8596426
SB0xb5a601,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,1,0,,1,13,6.1,3,Good,1414.44,24.59067807,23 Years and 6 Months,No,0,132.9485571,Low_spent_Small_value_payments,255.6903179
SB0xb5a602,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,1,0,,1,14,6.1,3,_,1414.44,30.87123466,23 Years and 7 Months,No,0,77.48084903,Low_spent_Medium_value_payments,301.158026
SB0xb5a603,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,1,0,,1,12,6.1,2440,Good,1414.44,40.54850475,23 Years and 8 Months,No,0,86.70335317,Low_spent_Large_value_payments,281.9355218
SB0xb5a604,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,5,"Personal Loan, Mortgage Loan, Not Specified, Payday Loan, and Auto Loan",54,2942,7.36,12,Bad,1572.64,23.97917162,16 Years and 0 Months,Yes,30.01994307,36.41323815,High_spent_Small_value_payments,281.8842355
SB0xb5a605,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,5,"Personal Loan, Mortgage Loan, Not Specified, Payday Loan, and Auto Loan",49,,7.36,12,Bad,1572.64,30.53742967,16 Years and 1 Months,Yes,30.01994307,95.9054025,Low_spent_Small_value_payments,252.3920711
SB0xb5a606,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,5,"Personal Loan, Mortgage Loan, Not Specified, Payday Loan, and Auto Loan",52,26,7.36,12,_,1572.64,34.43120068,16 Years and 2 Months,Yes,30.01994307,43.59883738,!@9#%8,304.6986362
SB0xb5a607,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,17,5,"Personal Loan, Mortgage Loan, Not Specified, Payday Loan, and Auto Loan",51,,3.36,17,_,1572.64,27.37973471,16 Years and 3 Months,Yes,16611,34.9557271,Low_spent_Large_value_payments,293.3417465
SB0xb5a608,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,28,2,"Credit-Builder Loan, and Debt Consolidation Loan",26,,8.65,10,Standard,2062.12,34.61664328,14 Years and 6 Months,Yes,15.9482031,73.12976636,Low_spent_Small_value_payments,257.3355305
SB0xb5a609,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,28,2,"Credit-Builder Loan, and Debt Consolidation Loan",28,,9.65,10,Standard,2062.12,35.77935034,14 Years and 7 Months,Yes,15.9482031,18.60750914,Low_spent_Medium_value_payments,301.8577878
SB0xb5a610,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,28,2,"Credit-Builder Loan, and Debt Consolidation Loan",26,10,9.65,10,Standard,2062.12,35.71881063,14 Years and 8 Months,Yes,15.9482031,72.78170984,Low_spent_Small_value_payments,257.6835871
SB0xb5a611,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,28,2,"Credit-Builder Loan, and Debt Consolidation Loan",26,13,9.65,10,Standard,2062.12,26.6931194,14 Years and 9 Months,Yes,15.9482031,51.46393096,Low_spent_Medium_value_payments,269.0013659
SB0xb5a612,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",7,9,11.54,5,_,234.73,28.11652411,20 Years and 1 Months,Yes,68.03837552,31.33126409,!@9#%8,327.4004437
SB0xb5a613,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",6,6,6.54,5,Standard,234.73,31.63660386,20 Years and 2 Months,Yes,68.03837552,84.10803002,High_spent_Small_value_payments,284.6236778
SB0xb5a614,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",7,9,16.54,5,Standard,234.73,39.28707619,20 Years and 3 Months,Yes,68.03837552,31.01337786,High_spent_Medium_value_payments,327.71833
SB0xb5a615,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,20,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",7,7,7.54,5,Standard,234.73,23.81407898,20 Years and 4 Months,Yes,68.03837552,,Low_spent_Large_value_payments,299.1961667
SB0xb5a616,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,5,1,Personal Loan,10,14,11.32,6,Standard,1255.37,33.1214635,31 Years and 6 Months,No,33.30013996,116.2983058,High_spent_Medium_value_payments,512.0028876
SB0xb5a617,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,5,1_,Personal Loan,8,13,11.32,739,Standard,1255.37,29.08087099,31 Years and 7 Months,No,33.30013996,126.6855718,High_spent_Medium_value_payments,501.6156216
SB0xb5a618,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,5,1,Personal Loan,10,12,17.32,6,Standard,1255.37,37.44607537,31 Years and 8 Months,No,33.30013996,,High_spent_Medium_value_payments,487.3114715
SB0xb5a619,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,5,1,Personal Loan,10,14,11.32,6,Standard,1255.37,27.23258251,31 Years and 9 Months,NM,33.30013996,164.7997811,!@9#%8,463.5014123
SB0xb5a620,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",20,,17.76,11,Standard,784.5,29.9599044,7 Years and 0 Months,Yes,30.40323344,55.53042971,Low_spent_Medium_value_payments,297.9876285
SB0xb5a621,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",20,15,17.76,11,Standard,784.5,23.94120549,7 Years and 1 Months,Yes,30.40323344,66.99201667,Low_spent_Small_value_payments,296.5260416
SB0xb5a622,CUS_0x902d,November,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",24,2802,17.76,11,Standard,784.5,40.47264988,7 Years and 2 Months,Yes,30.40323344,__10000__,Low_spent_Small_value_payments,257.5745603
SB0xb5a623,CUS_0x902d,December,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,15,5,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",20,18,13.76,11,Standard,784.5,27.51828838,7 Years and 3 Months,Yes,30.40323344,43.44396267,Low_spent_Small_value_payments,320.0740956
SB0xb5a624,CUS_0x902d,September,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,4,4,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",16,0,6.27,7,Good,479.27,36.70845551,18 Years and 1 Months,No,264.7650239,827.6281851,Low_spent_Medium_value_payments,
SB0xb5a625,CUS_0x902d,October,Sebapala Mohlotsane,34,365-56-8101,Architect,117680.84,10057.73667,5,5,4,4,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",16,0,6.27,1632,_,479.27,36.92339001,18 Years and 2 Months,No,264.7650239,473.1283553,Low_spent_Large_value_payments,331.8093707
SB0xb5a626,CUS_0x902d,November,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,4,4,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",16,-2,6.27,7,Good,479.27,43.1230193,18 Years and 3 Months,No,264.7650239,94.79176943,!@9#%8,680.1459567
SB0xb5a627,CUS_0x902d,December,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,4,4,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",16,0,0.27,7,Good,479.27,25.96321558,18 Years and 4 Months,No,264.7650239,330.8875424,Low_spent_Medium_value_payments,484.0501837
SB0xb5a628,CUS_0x902d,September,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3,"Payday Loan, Auto Loan, and Personal Loan",1,11,0.76,4,Good,870.6,34.73215469,19 Years and 4 Months,No,200.9517717,426.8926244,!@9#%8,632.5528538
SB0xb5a629,CUS_0x902d,October,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,1923,3,"Payday Loan, Auto Loan, and Personal Loan",1,,0.76,4,Good,870.6,33.52469946,19 Years and 5 Months,No,200.9517717,458.4169691,High_spent_Small_value_payments,581.0285091
SB0xb5a630,CUS_0x902d,November,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3,"Payday Loan, Auto Loan, and Personal Loan",1,11,-2.24,4,Good,870.6,25.38598507,19 Years and 6 Months,No,17634,224.5589574,High_spent_Large_value_payments,794.8865209
SB0xb5a631,CUS_0x902d,December,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3,"Payday Loan, Auto Loan, and Personal Loan",1,14,0.76,4,Good,870.6,40.02972725,19 Years and 7 Months,No,200.9517717,153.9135489,High_spent_Large_value_payments,865.5319294
SB0xb5a632,CUS_0x902d,September,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,21,7_,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",41,8,15.75,13,Standard,2447.6,28.15856877,20 Years and 7 Months,NM,51.0627727,196.2872857,Low_spent_Small_value_payments,190.7306083
SB0xb5a633,CUS_0x902d,October,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,21,7,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",37,,22.75,13,Standard,2447.6,39.05454153,20 Years and 8 Months,Yes,51.0627727,124.4744554,!@9#%8,252.5434386
SB0xb5a634,CUS_0x902d,November,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,21,7,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",37,8,15.75,13,Standard,2447.6,26.76365541,20 Years and 9 Months,Yes,51.0627727,53.32112787,Low_spent_Small_value_payments,333.6967661
SB0xb5a635,CUS_0x902d,December,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,21,7,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",37,11,15.75,13,Standard,2447.6,39.47957906,20 Years and 10 Months,Yes,51.0627727,158.4940213,Low_spent_Small_value_payments,228.5238727
SB0xb5a636,CUS_0x902d,September,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Not Specified, and Payday Loan",15,3,6.98,8,Good,590.08,43.65600597,18 Years and 0 Months,No,6586,,!@9#%8,1003.57314
SB0xb5a637,CUS_0x902d,October,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Not Specified, and Payday Loan",15,3,12.98,8,Good,590.08,42.89052447,18 Years and 1 Months,No,129.1780028,429.2171068,Low_spent_Large_value_payments,708.5018903
SB0xb5a638,CUS_0x902d,November,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Not Specified, and Payday Loan",11,3,11.98,8,Good,590.08,34.11191283,18 Years and 2 Months,No,129.1780028,331.0778045,High_spent_Medium_value_payments,786.6411926
SB0xb5a639,CUS_0x902d,December,Sebapala Mohlotsane,35,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Not Specified, and Payday Loan",15,3,12.98,8,Good,590.08,39.83184511,18 Years and 3 Months,NM,129.1780028,722.8343143,Low_spent_Small_value_payments,434.8846829
